kayit_ts,tarih,pist,race_kod,kosu_no,saat,irk,at_kod,no,at_ad,bot1,bot2,kamu,oran,agf1,canli,model_rank,secim,sonuc,kazandi,ganyan_kapanis,sonuclandi
2026-07-01 15:55,2026-07-01,ISTANBUL,225905,5,16:00,Ingiliz,108859,10,CASH FOR YOU,0.0568,0.0634,0.0658,11.35,6.7,0,6,0,6.0,0.0,11.65,2026-07-01
2026-07-01 15:55,2026-07-01,ISTANBUL,225905,5,16:00,Ingiliz,109060,11,SMOOTH CRIMINAL,0.0469,0.0238,0.0243,30.7,1.36,0,11,0,13.0,0.0,46.4,2026-07-01
2026-07-01 15:55,2026-07-01,ISTANBUL,225905,5,16:00,Ingiliz,109312,12,GLONASS,0.0946,0.1492,0.1436,5.2,13.78,0,1,0,2.0,0.0,5.3,2026-07-01
2026-07-01 15:55,2026-07-01,ISTANBUL,225905,5,16:00,Ingiliz,108150,13,AMBER TREASURE,0.0312,0.0175,0.0195,38.3,1.42,0,13,0,12.0,0.0,37.8,2026-07-01
2026-07-01 15:55,2026-07-01,ISTANBUL,225905,5,16:00,Ingiliz,108001,14,SPECIAL BEAUTY,0.0082,0.0139,0.0213,35.1,0.45,0,14,0,15.0,0.0,50.7,2026-07-01
2026-07-01 15:55,2026-07-01,ISTANBUL,225905,5,16:00,Ingiliz,109991,15,PERA CORDELIA,0.004,0.0114,0.0207,36.0,0.43,0,15,0,10.0,0.0,52.3,2026-07-01
2026-07-01 16:25,2026-07-01,ISTANBUL,225906,6,16:30,Ingiliz,95294,1,TORUN YUSUF,0.3169,0.3322,0.2919,2.55,27.89,0,1,0,3.0,0.0,1.9,2026-07-01
2026-07-01 16:25,2026-07-01,ISTANBUL,225906,6,16:30,Ingiliz,100122,2,ANOTHER BANGER,0.0554,0.0856,0.1071,6.95,11.63,0,5,0,5.0,0.0,7.9,2026-07-01
2026-07-01 16:25,2026-07-01,ISTANBUL,225906,6,16:30,Ingiliz,97500,3,ALYCONE,0.1298,0.1316,0.1366,5.45,17.65,0,3,0,6.0,0.0,5.0,2026-07-01
2026-07-01 16:25,2026-07-01,ISTANBUL,225906,6,16:30,Ingiliz,97567,4,OHIO MAN,0.1191,0.0499,0.0498,14.95,6.14,1,7,0,1.0,1.0,15.85,2026-07-01
2026-07-01 16:25,2026-07-01,ISTANBUL,225906,6,16:30,Ingiliz,99540,5,SEVERUS SNAPE,0.1852,0.2472,0.244,3.05,18.85,0,2,0,4.0,0.0,5.55,2026-07-01
2026-07-01 16:25,2026-07-01,ISTANBUL,225906,6,16:30,Ingiliz,106111,6,GREY GHOST,0.1486,0.089,0.087,8.55,9.66,1,4,0,2.0,0.0,7.4,2026-07-01
2026-07-01 16:25,2026-07-01,ISTANBUL,225906,6,16:30,Ingiliz,99301,7,LOOK NEWS,0.045,0.0646,0.0836,8.9,8.18,0,6,0,7.0,0.0,9.0,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225908,2,14:30,Ingiliz,108918,1,LIVE YOUR FREEDOM,0.4432,0.6333,0.5744,1.3,57.58,0,1,0,6.0,0.0,1.3,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225908,2,14:30,Ingiliz,104475,2,TOUCH THE CLOUD,0.2001,0.0961,0.0945,7.9,11.92,1,3,0,4.0,0.0,7.9,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225908,2,14:30,Ingiliz,106230,3,SARMAT,0.0263,0.0083,0.0117,63.85,0.28,0,8,0,8.0,0.0,63.85,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225908,2,14:30,Ingiliz,104185,4,SIRIUS VEGA,0.1018,0.0956,0.1115,6.7,9.24,0,4,0,2.0,0.0,6.7,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225908,2,14:30,Ingiliz,106135,5,HARD LION,0.0476,0.0126,0.0157,47.55,1.24,0,6,0,5.0,0.0,47.55,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225908,2,14:30,Ingiliz,103023,6,VAHŞİ BAWIKAL,0.0332,0.0095,0.0127,59.0,0.57,0,7,0,7.0,0.0,59.0,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225908,2,14:30,Ingiliz,112120,7,DARK MONEY,0.0685,0.0389,0.0474,15.75,4.78,0,5,0,1.0,1.0,15.75,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225908,2,14:30,Ingiliz,99828,8,FILIUS VENTUS,0.0792,0.1057,0.1322,5.65,14.39,0,2,0,3.0,0.0,5.65,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225904,3,15:00,Ingiliz,107910,1,ANOTHER MOMENT,0.4029,0.2969,0.2445,3.05,28.36,1,1,0,4.0,0.0,3.05,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225904,3,15:00,Ingiliz,107774,2,KING OF TIME,0.1231,0.1588,0.1695,4.4,14.98,0,4,0,1.0,1.0,4.4,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225904,3,15:00,Ingiliz,110774,3,LADYBIRD,0.0715,0.0423,0.0477,15.65,2.41,0,5,0,7.0,0.0,15.65,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225904,3,15:00,Ingiliz,109640,4,ANGEL ON THE WING,0.1716,0.1997,0.1989,3.75,21.47,0,3,0,2.0,0.0,3.75,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225904,3,15:00,Ingiliz,111033,5,SENSEİ BAHA,0.0339,0.0161,0.0206,36.25,0.73,0,7,0,6.0,0.0,36.25,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225904,3,15:00,Ingiliz,107926,6,EVERY LITTLE KISS,0.0075,0.0053,0.0092,81.1,0.29,0,8,0,8.0,0.0,81.1,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225904,3,15:00,Ingiliz,109865,7,ORİANNA,0.0669,0.0341,0.0385,19.35,2.13,0,6,0,5.0,0.0,19.35,2026-07-01
2026-07-01 18:31,2026-07-01,ISTANBUL,225904,3,15:00,Ingiliz,107600,8,THE ANATOLIAN,0.1225,0.2468,0.2712,2.75,29.63,0,2,0,3.0,0.0,2.75,2026-07-01
2026-07-02 13:25,2026-07-02,ANKARA,225920,1,13:30,Ingiliz,104962,1,ATOMIC CAT,0.0379,0.0511,0.0633,11.75,6.65,0,7,0,8.0,0.0,12.95,2026-07-02
2026-07-02 13:25,2026-07-02,ANKARA,225920,1,13:30,Ingiliz,109606,2,MASTER OF RACE,0.4446,0.306,0.229,3.25,28.12,1,1,0,2.0,0.0,2.7,2026-07-02
2026-07-02 13:25,2026-07-02,ANKARA,225920,1,13:30,Ingiliz,103540,3,WE ARE THE BEST,0.0391,0.0555,0.0686,10.85,4.0,0,6,0,1.0,1.0,14.45,2026-07-02
2026-07-02 13:25,2026-07-02,ANKARA,225920,1,13:30,Ingiliz,108129,4,TUVA,0.1259,0.1004,0.096,7.75,8.57,0,4,0,4.0,0.0,10.5,2026-07-02
2026-07-02 13:25,2026-07-02,ANKARA,225920,1,13:30,Ingiliz,110931,5,AFTER BURNER,0.1987,0.1223,0.1056,7.05,11.83,1,3,0,6.0,0.0,6.25,2026-07-02
2026-07-02 13:25,2026-07-02,ANKARA,225920,1,13:30,Ingiliz,104070,6,PALURİ MAN,0.0556,0.0598,0.068,10.95,5.25,0,5,0,7.0,0.0,16.55,2026-07-02
2026-07-02 13:25,2026-07-02,ANKARA,225920,1,13:30,Ingiliz,109248,7,GOLDEN BEE,0.0653,0.2795,0.3383,2.2,33.68,0,2,0,3.0,0.0,2.1,2026-07-02
2026-07-02 13:25,2026-07-02,ANKARA,225920,1,13:30,Ingiliz,104051,8,GREEN EYED MEMO,0.0329,0.0254,0.0311,23.9,1.89,0,8,0,5.0,0.0,26.4,2026-07-02
2026-07-02 14:25,2026-07-02,ANKARA,225918,3,14:30,Ingiliz,105235,1,HAWORTH,0.0642,0.0843,0.1062,7.05,3.62,0,5,0,5.0,0.0,11.85,2026-07-02
2026-07-02 14:25,2026-07-02,ANKARA,225918,3,14:30,Ingiliz,103233,2,NIGHTFLYERS,0.1354,0.0944,0.0991,7.55,7.32,0,4,0,1.0,1.0,11.05,2026-07-02
2026-07-02 14:25,2026-07-02,ANKARA,225918,3,14:30,Ingiliz,96295,3,SELANİK ASLANI,0.2766,0.5083,0.4989,1.5,59.54,0,1,0,3.0,0.0,1.3,2026-07-02
2026-07-02 14:25,2026-07-02,ANKARA,225918,3,14:30,Ingiliz,105784,4,ORANGE ARMY,0.4255,0.1992,0.1645,4.55,17.4,1,2,0,2.0,0.0,3.95,2026-07-02
2026-07-02 14:25,2026-07-02,ANKARA,225918,3,14:30,Ingiliz,103120,5,KOCAHANIM,0.0984,0.1138,0.1313,5.7,12.12,0,3,0,4.0,0.0,6.45,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,107788,1,FORTHCOMING QUEEN,0.0643,0.0548,0.0616,12.15,10.88,0,6,0,5.0,0.0,6.7,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,108536,2,FELICIA STAR,0.2245,0.3185,0.2935,2.55,17.7,0,1,0,,,2.2,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,110837,3,KARDAHA,0.0541,0.0649,0.0771,9.7,12.33,0,5,0,3.0,0.0,6.7,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,111177,4,LADY ATAŞ,0.0134,0.0259,0.0412,18.15,3.17,0,8,0,6.0,0.0,18.3,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,108462,5,MISFIT,0.1659,0.0965,0.0886,8.45,18.21,1,3,0,1.0,1.0,3.6,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,107486,7,FATMA ZERYAM,0.3836,0.2968,0.2376,3.15,20.55,1,2,0,7.0,0.0,2.65,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,108046,8,FEMALE WARRIOR,0.0238,0.0306,0.0425,17.6,4.48,0,7,0,4.0,0.0,12.75,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,109395,9,HIGH HILLS,0.0288,0.0759,0.1069,7.0,7.57,0,4,0,2.0,0.0,6.9,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,109857,10,LEADER TULIP,0.0244,0.0145,0.0191,39.2,2.28,0,10,0,8.0,0.0,18.2,2026-07-02
2026-07-02 15:25,2026-07-02,ANKARA,225914,5,15:30,Ingiliz,107996,11,MIZMIZ MYRTLE,0.0172,0.0216,0.0319,23.45,2.16,0,9,0,9.0,0.0,18.75,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,114764,1,KUBAT KASIRGASI,0.1567,0.0425,0.0359,20.8,,1,7,0,7.0,0.0,24.95,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,109166,2,TRAİDORA,0.1322,0.0934,0.0867,8.6,,1,4,0,9.0,0.0,8.4,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,107719,3,MISTER MIN JOU,0.0555,0.0419,0.0459,16.25,,0,9,0,10.0,0.0,24.45,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,112244,4,ROMANTIC PARADISE,0.3559,0.3561,0.2815,2.65,,0,1,0,4.0,0.0,2.15,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,107918,5,BIGBOYCAPRICE,0.0338,0.1144,0.1522,4.9,,0,3,0,3.0,0.0,3.75,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,110271,6,ÇAPGUR,0.0251,0.019,0.0241,30.95,,0,10,0,5.0,0.0,38.6,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,108876,7,GRENTLY WINS,0.0367,0.0453,0.0555,13.45,,0,6,0,8.0,0.0,22.05,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,110292,8,FOR FREEDOM,0.0836,0.18,0.1963,3.8,,0,2,0,2.0,0.0,5.2,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,110137,9,CRAZY DILDAR,0.0234,0.0425,0.0581,12.85,,0,8,0,6.0,0.0,13.05,2026-07-02
2026-07-02 16:55,2026-07-02,ANKARA,225916,8,17:00,Ingiliz,109017,10,KALİ STRATA,0.0971,0.0651,0.0638,11.7,,0,5,0,1.0,1.0,14.5,2026-07-02
2026-07-02 17:41,2026-07-02,KOCAELI,225928,1,17:45,Ingiliz,108390,1,HEARTS PATH,0.1808,0.146,0.1371,5.45,18.36,0,3,0,2.0,0.0,3.3,2026-07-02
2026-07-02 17:41,2026-07-02,KOCAELI,225928,1,17:45,Ingiliz,108675,2,PRINCESS DENİZ,0.2525,0.1456,0.1256,5.95,17.87,1,4,0,3.0,0.0,4.35,2026-07-02
2026-07-02 17:41,2026-07-02,KOCAELI,225928,1,17:45,Ingiliz,108677,3,VICTORY STAR,0.0764,0.0596,0.0655,11.4,6.93,0,6,0,7.0,0.0,11.25,2026-07-02
2026-07-02 17:41,2026-07-02,KOCAELI,225928,1,17:45,Ingiliz,108297,4,SAVE YOUR TEARS,0.156,0.1862,0.1845,4.05,16.08,0,2,0,4.0,0.0,5.9,2026-07-02
2026-07-02 17:41,2026-07-02,KOCAELI,225928,1,17:45,Ingiliz,110065,5,GOLDEN SCORE,0.0724,0.081,0.0922,8.1,11.17,0,5,0,1.0,1.0,8.25,2026-07-02
2026-07-02 17:41,2026-07-02,KOCAELI,225928,1,17:45,Ingiliz,109396,6,MY REBELLIOUS GIRL,0.1811,0.315,0.3113,2.4,23.95,0,1,0,5.0,0.0,2.85,2026-07-02
2026-07-02 17:41,2026-07-02,KOCAELI,225928,1,17:45,Ingiliz,109324,7,KINOWA GIRL,0.0593,0.0396,0.0451,16.55,3.07,0,7,0,6.0,0.0,20.95,2026-07-02
2026-07-02 17:41,2026-07-02,KOCAELI,225928,1,17:45,Ingiliz,109190,8,CENTURIES VICTORY,0.0216,0.0269,0.0386,19.35,2.57,0,8,0,8.0,0.0,33.6,2026-07-02
2026-07-02 18:25,2026-07-02,KOCAELI,225927,2,18:30,Ingiliz,107792,1,YILMAKENAN,0.0858,0.0672,0.0749,9.95,6.68,0,4,0,3.0,0.0,11.95,2026-07-02
2026-07-02 18:25,2026-07-02,KOCAELI,225927,2,18:30,Ingiliz,108424,2,AGUA REGIA,0.0836,0.0745,0.0842,8.85,4.99,0,3,0,4.0,0.0,16.3,2026-07-02
2026-07-02 18:25,2026-07-02,KOCAELI,225927,2,18:30,Ingiliz,108073,3,BOLD RUNNER,0.1906,0.4137,0.4258,1.75,50.4,0,1,0,1.0,1.0,1.55,2026-07-02
2026-07-02 18:25,2026-07-02,KOCAELI,225927,2,18:30,Ingiliz,109284,4,KING OF MODENA,0.0169,0.0296,0.0472,15.8,1.5,0,6,0,7.0,0.0,34.1,2026-07-02
2026-07-02 18:25,2026-07-02,KOCAELI,225927,2,18:30,Ingiliz,108723,5,RUZYM,0.5326,0.3239,0.2526,2.95,26.7,1,2,0,2.0,0.0,2.65,2026-07-02
2026-07-02 18:25,2026-07-02,KOCAELI,225927,2,18:30,Ingiliz,107722,6,İMPARATOR BİYEDİÇ,0.0705,0.0656,0.0768,9.7,7.94,0,5,0,6.0,0.0,8.75,2026-07-02
2026-07-02 18:25,2026-07-02,KOCAELI,225927,2,18:30,Ingiliz,110954,7,RUS FARUK,0.02,0.0255,0.0385,19.35,1.79,0,7,0,5.0,0.0,26.0,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,106721,1,BLACK RUBY,0.0133,0.0203,0.0293,25.55,2.05,0,8,0,5.0,0.0,33.4,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,106207,2,FELIX PERLA,0.3915,0.1663,0.1169,6.4,24.99,1,2,0,1.0,1.0,3.9,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,100018,3,SECRET LAV,0.0794,0.0697,0.0693,10.8,11.71,0,4,0,2.0,0.0,5.65,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,100491,4,STASERA,0.092,0.0689,0.0659,11.35,11.97,0,5,0,4.0,0.0,6.25,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,109544,5,FINALLY ITS TIME,0.0638,0.1042,0.1125,6.65,13.06,0,3,0,6.0,0.0,6.15,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,98763,6,ASİL AZRA,0.041,0.0267,0.0294,25.45,1.96,0,7,0,3.0,0.0,30.3,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,100227,7,QUIET RIVER,0.088,0.0177,0.0157,47.75,1.51,0,10,0,7.0,0.0,51.15,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,104191,8,İCRA,0.0181,0.02,0.0266,28.1,2.36,0,9,0,8.0,0.0,29.7,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,104869,9,JIMDEMA,0.0971,0.4374,0.4676,1.6,24.85,0,1,0,9.0,0.0,2.55,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,105168,10,MADAME SCARLET,0.1008,0.0601,0.0556,13.45,4.66,1,6,0,,,15.25,2026-07-02
2026-07-02 18:55,2026-07-02,KOCAELI,225930,3,19:00,Ingiliz,95595,11,ELEGİE,0.015,0.0086,0.0113,66.2,0.88,0,11,0,10.0,0.0,72.25,2026-07-02
2026-07-02 20:55,2026-07-02,KOCAELI,225925,7,21:00,Ingiliz,112768,1,BAYHAKAN,0.1985,0.2172,0.2042,3.65,,0,2,0,,,,
2026-07-02 20:55,2026-07-02,KOCAELI,225925,7,21:00,Ingiliz,115444,2,DRAGON FURIOUS,0.1099,0.0806,0.0823,9.05,,0,5,0,,,,
2026-07-02 20:55,2026-07-02,KOCAELI,225925,7,21:00,Ingiliz,113328,3,ONUR BEYİM,0.1073,0.0565,0.0567,13.15,,1,7,0,,,,
2026-07-02 20:55,2026-07-02,KOCAELI,225925,7,21:00,Ingiliz,114073,4,SLUICIFER,0.0254,0.0674,0.0987,7.55,,0,6,0,,,,
2026-07-02 20:55,2026-07-02,KOCAELI,225925,7,21:00,Ingiliz,112879,5,STAKES WINNER,0.1716,0.3301,0.3312,2.25,,0,1,0,,,,
2026-07-02 20:55,2026-07-02,KOCAELI,225925,7,21:00,Ingiliz,112959,6,SUPER LION,0.2561,0.1449,0.1242,6.0,,1,3,0,,,,
2026-07-02 20:55,2026-07-02,KOCAELI,225925,7,21:00,Ingiliz,113081,7,TORUN,0.1311,0.1035,0.1028,7.25,,0,4,0,,,,
